"reitur","tog_nr","catch","catch_min","catch_max"
512,14,264.937998472757,93.814162321792,417.85866934245
512,15,124.50311777832,40.989514719942,251.560211343321
512,16,125.501019385695,42.7382494123381,183.036053696792
513,2,286.328033215495,54.2659973985069,498.901191177788
513,11,498.864455691604,245.087172987565,759.654423739287
521,35,6.65198903944689,3.62236793443528,12.5462672764151
521,36,145.05882567955,37.34701,359.823798089432
523,1,1748.17514926322,590.433669224963,3311.77609908867
523,12,739.042638385929,563.171512294339,961.202624345915
523,31,561.645533664371,382.968625209188,709.299099245941
523,35,1671.8918068833,378.102903712549,3025.80676671711
523,36,816.95670373033,460.766907931307,1321.86211398033
523,37,687.767191489729,335.516450108646,1119.35033199219
523,38,701.409656548755,395.457893892977,997.305852326891
524,1,754.626527468151,137.635911676174,1098.42665502838
524,2,622.021245702017,292.620684410353,1200.04263938398
524,11,836.284750972093,479.536093679502,1470.02323990317
524,12,553.52257901946,539.919916066739,576.389365812773
525,1,264.926369619241,207.590670884177,322.078855919375
525,3,254.535508878747,190.132700336509,325.653829088269
525,11,663.951732520353,540.398650671458,879.681015065386
525,12,441.942180103658,173.147004883642,703.169466651087
525,13,417.043944646965,276.126085327492,544.848177802578
525,14,329.782064292801,329.782064292801,329.782064292801
526,1,507.605652937898,230.75092206678,654.764189612446
526,2,1098.55891237773,436.95453336992,1938.95139717584
526,3,565.445065228367,325.215468607211,805.354223344747
526,11,2421.62371228207,488.830126155885,4257.71847333129
526,12,528.202411844379,266.700403977741,735.380782962629
526,13,566.395030569359,380.318250240905,688.629428989782
527,1,804.333221243888,472.821488322985,983.422871149803
527,11,5266.55689154664,2457.32132210519,9783.66615541277
561,1,680.543305104401,389.295307681431,1082.20324596433
561,2,276.203722799696,174.616511462163,406.268053928289
561,11,211.304264833157,53.774688559717,503.577362943415
561,12,121.218392414194,39.4837937489797,273.195098547093
562,1,215.999635652348,47.9109954643058,533.629710377879
562,2,134.539486556123,110.844271750289,169.463537813233
562,3,257.353899207589,139.671125024241,412.59159554429
562,4,1050.65981370793,436.96563160893,1657.92419468101
562,5,357.131277146058,251.195727694563,551.768025373357
562,6,131.807063114158,55.02353,235.126403069177
562,11,182.29462812538,22.3625926851412,477.465011690999
562,12,55.6854780762598,11.2072673401101,130.504954300575
562,13,120.694676322765,112.721497459947,134.380767050624
562,15,74.6183253493725,38.621213660641,98.5408600178437
562,16,85.2415581377021,16.7476872477957,183.01235655914
563,1,80.2750696605132,64.7994674798642,88.9915255815012
563,2,449.109611364847,216.552849837417,755.606426254115
563,11,128.148709454024,53.9311957434998,220.411690153933
563,12,39.3188949074963,16.7615393894325,51.704848430398
563,13,111.044533703248,93.6306314316536,138.536846116804
564,1,603.122671316418,179.260559945009,1418.86123910503
568,1,243.534961995918,10.5823300148002,657.352677596824
569,11,58.9498044270997,41.1797507365672,71.3077483883073
569,35,65.3563447510001,23.8502621903082,124.998166833814
570,1,159.355842381817,92.2757902208436,234.262739850203
570,2,96.4852883018339,53.0672141777796,133.993834020361
570,11,289.754357560742,213.389434077455,435.352692864739
571,1,1802.43074419605,413.112460618338,3057.77734180559
571,11,31.3111390158117,11.973584625557,56.9500153909561
571,35,220.017190621492,144.015117439826,286.518872767485
573,11,318.169959927608,192.831957901885,442.389804187436
574,2,1933.22310441676,1471.16597579074,2787.14654395047
574,3,401.588444202462,157.382628975456,643.514897385374
574,4,387.075912271514,146.941595002609,685.124915836915
574,5,924.350479476502,149.24225341907,1322.0812788714
574,13,1332.06235355062,808.018382859206,1779.0386572985
574,14,274.47932363012,212.764823340006,390.384273450122
574,15,205.223239132911,72.5298381340757,352.093501935063
574,36,184.890576096619,8.71285346397191,459.592204346181
575,1,472.908712231365,269.919410777575,831.092256903658
575,2,696.170135104982,258.034915280226,1425.75378905249
575,3,942.481526920248,320.106727078608,1344.19933348341
575,4,439.862558599429,349.183330825459,567.381193217937
575,5,1230.20361738569,213.507584610643,1923.24958895242
575,6,731.703147209937,424.346271813138,1073.03115418222
575,7,320.530663553051,249.037304774577,381.516651115753
575,11,890.976191754995,301.841375791757,1914.74866360961
575,12,358.674491996699,169.663675322529,709.262456782162
575,13,1037.59671203093,635.195067249197,1756.44796398266
575,14,280.058292935074,156.751046008218,403.36553986193
575,16,914.92825752027,760.635332056566,1017.56879360378
576,2,1778.20397679976,1068.05184175598,2162.87890659827
576,3,884.728525876041,282.176531993115,1388.48516501542
576,4,354.974792138015,240.284827629865,500.83626753753
576,5,500.54988134025,450.236586866297,551.77221524973
576,6,304.863855232084,226.947920093938,414.166990121211
576,11,4839.28244272745,4430.43275219893,5457.63883522494
576,12,7458.11969542018,4090.19277988356,9637.29913206302
576,13,2684.25615843796,1661.92233134321,3754.52715539972
576,14,2572.16605069547,1743.94824668083,3518.95723410592
576,15,551.080919397764,457.459482079013,655.037392785532
576,16,224.562938113463,105.506462721558,312.809126912003
611,1,366.45863978711,37.8779130792835,582.859717819239
611,11,1281.98764772235,498.851710385429,1738.17315661925
612,1,2784.72856901622,1740.26045622883,4570.33915625021
612,2,176.367616083453,86.5909952280267,325.929098393244
612,3,606.935671978269,261.395304684269,1006.63225306584
612,4,762.285242660066,283.339122329162,1477.15319846139
612,11,125.325961114561,119.011427709983,133.39608568705
612,13,162.326835933807,17.9512384513363,448.935994097188
613,1,431.798466124197,322.849755599369,617.687281389386
613,2,481.531910610923,37.9534200681652,756.940695432306
613,3,257.168602767408,226.226513640438,291.517406464206
613,11,820.919172619843,158.033664673828,1219.89188552658
613,12,518.178690934646,256.75046822689,914.410199269222
613,13,93.6016706303865,73.7118181111639,113.008354714345
613,14,191.280861184245,137.143713158273,244.499531683721
614,1,205.285328446471,167.42358071765,248.505637877035
614,2,107.252623820593,44.2720735979313,204.850188717504
614,4,111.890351884141,91.1402547275747,132.034447617888
614,11,191.635829979746,66.8291600107061,284.021650959323
614,12,201.325052826576,108.457919334687,345.775636721074
614,13,1835.04594086913,863.734412327851,3309.31230320098
615,1,516.65801147788,353.217253367279,780.351822350742
615,2,323.04801958266,77.7589904157858,542.095245779911
615,11,1005.34521612402,257.20252031098,2276.03787740817
615,12,163.796193037974,80.0242300755314,315.288069635724
616,1,483.141672181489,97.5019290692397,753.807486371253
616,11,137.248157442965,94.4475888475075,216.544508840432
617,1,247.919012552777,151.552859464226,372.195243265639
617,2,1354.29945310099,663.635296093818,1954.21675402922
617,3,396.462430788689,205.825531252922,585.072458572641
617,11,524.135970399896,320.187833407606,658.738514193267
617,12,359.255949439932,164.545032968782,549.26073082431
617,13,468.952034825168,293.280021853205,582.568572393253
617,36,72.295535953314,58.4998260807605,92.7563342483661
618,2,564.673821580492,412.447428964428,703.033467390303
618,3,421.35706435795,322.337128890508,597.024748656446
618,11,1061.60343403493,616.781277532061,1531.10451442744
618,12,365.680500483411,266.404758558318,483.276526604182
618,13,32.3365544099382,19.2279179255404,47.1962095518048
618,14,24.2804434406896,16.5790387209358,34.8815873157947
619,1,335.001475823087,305.848182018342,386.705818491579
619,2,1056.56629574346,687.506296391583,1785.91656579022
619,3,413.966832961456,135.483073165158,829.47165017623
619,4,1092.05556858664,539.707313736686,1396.96524918799
619,11,79.4780138208407,38.1705556441133,150.344608450582
619,12,425.416038543046,149.933232264411,694.543215982357
619,13,207.122072487239,127.813868006912,336.208029670593
619,14,896.181377958054,285.215823782679,1368.71149548775
619,15,88.6611955932777,74.8742141478075,112.25684197723
620,1,415.776014585721,117.675459665126,940.497350981812
620,2,155.344360533823,78.2063370093746,303.569732819186
620,11,593.50577741102,189.437874551831,944.506562340617
620,12,534.646741225789,117.430354471517,1027.42817268374
621,1,771.095867294957,198.468432619964,1302.85600408677
621,2,742.364121731524,677.307019121725,855.868136688753
621,3,69.3459854843426,47.2806177970845,110.264931208095
621,4,372.426010343883,233.911119669289,547.59485214502
621,11,530.775661712334,368.433813332149,688.607522698781
621,12,552.307626917377,164.416143945917,810.969513700621
621,13,682.718221007524,234.573506789163,1327.14648935474
622,1,40.322312914532,27.0194007822737,53.3827118483961
622,11,41.3791324405211,40.8781123117112,42.0061573330583
623,1,1817.67978884144,401.674509798422,4024.83788202057
623,2,1094.1516956404,747.641605612679,1439.6968742259
623,3,935.090692721197,194.627236462724,2119.7173473919
623,4,600.588402429782,458.718568744584,855.856946442666
623,5,815.19964791672,371.378418326958,1102.14080039737
623,12,76.7601264817803,47.7037833408027,129.574592275862
623,13,563.219062940409,211.683058550415,905.801260103558
623,14,1144.73491776163,683.497181693524,1894.86061285384
624,1,276.838692684154,230.061076781249,358.535521217246
624,2,307.800196247187,230.332604657345,418.680669733491
624,3,475.259282137817,339.734585436768,673.276287862878
624,4,474.2044192637,261.299202521963,700.345161327782
624,5,2461.15935253724,1699.3161983751,3147.45061796276
624,6,279.643427976287,124.283104484246,498.901635611368
624,11,553.000015396641,102.181406113178,856.373434894973
624,12,683.329064114022,272.993155545692,1128.66426164345
624,13,472.055994833973,294.766726691044,613.946158727173
624,14,370.211865587666,231.632689572213,512.148655487718
624,15,479.019731270335,175.943265511032,937.822796981629
624,16,849.70465448982,325.072409348667,1439.00306678302
624,17,690.86049052831,214.707704402095,929.623791311984
625,1,333.751748151473,200.217306999985,513.103120833925
625,2,465.620734349032,254.159060717286,801.121794064893
625,3,1446.47847882786,826.870168265224,2657.892979482
625,4,994.964680820565,221.240607114773,2360.16080274833
625,5,625.948347090938,398.603960244494,825.256379099774
625,6,456.27847338493,224.215633490741,827.013228149217
625,7,1053.25786949044,599.634482814451,1679.95922201033
625,11,1508.3798779908,754.379725282789,2871.72149682865
625,12,702.802438699096,383.951340825544,1098.03598126377
625,13,268.285150575635,201.21179371611,336.003262368926
625,14,1622.63768490288,410.110331566057,3340.87526822842
625,15,395.142994866273,309.766439805777,441.270687376406
625,16,607.651602940395,358.124500310221,985.654068294116
625,17,637.349806533344,436.21522045267,763.400241831207
626,1,608.152356089366,218.467407140597,919.290027889921
626,2,347.111692991655,70.1974160739027,879.112701697951
626,11,1047.85304641905,628.37615481894,1337.95484549486
626,12,950.963762291612,251.494840089233,1633.6932387456
662,1,737.015560955718,451.593174433347,986.053199130278
663,1,412.923103838603,82.8952507230073,998.690239032947
663,2,242.936094272238,122.122904828235,315.874997516676
663,3,272.63613899848,66.6030281963818,650.107750914566
663,4,63.6818398919679,30.7809463083749,114.269131303953
663,11,293.508635628407,176.670269093236,377.609188602015
663,12,734.047957596357,537.248451880709,890.258853909192
663,13,329.086383268989,258.69904807428,452.762001226994
663,14,398.22735023581,331.423058848204,460.062661459664
664,1,138.516380613765,49.751997805853,250.810702792944
664,2,1131.43512703645,481.82788809083,2142.18981855067
664,3,1186.66939300062,270.64527223012,2791.87308752312
664,4,125.563652212419,43.9084107801452,195.342761479269
664,11,624.4820268014,585.27747922361,647.698660249468
664,12,319.52269997415,155.140682023094,510.380209868591
664,13,345.16300993306,116.728493237413,731.780615024959
665,1,356.702651423575,247.437351471102,419.381039290921
665,2,348.137377472693,198.22628167814,553.846245450671
665,3,210.206606656784,158.039233282026,308.261666128687
665,4,677.134961612853,67.3343359938284,1695.68465857061
665,5,787.625557303296,296.796830867052,1565.90051901071
665,11,714.279762187058,191.656193265732,1155.30791117247
665,12,454.08706784152,58.2905077437439,895.509384819888
665,13,183.398944129758,103.713666675117,242.7034398811
665,14,271.812589869922,137.658289101943,451.999788232171
665,15,604.367640171449,59.4026957258169,1639.71991154817
666,1,337.487359788167,112.708868518896,674.458972809099
666,2,763.012968212575,288.864732126362,1202.92727471869
666,3,431.592790340559,105.385733155519,921.651017923416
666,4,742.976447489306,464.934851010984,1155.4341251459
666,5,273.244728738857,92.0006592245915,536.921644602687
666,11,292.631143796027,67.3465316472018,678.196592618149
666,12,1794.98499504734,131.353606007116,4419.51098570474
666,13,325.208001994911,104.734674172111,559.379774233019
666,14,246.238076952647,163.180495500601,408.060651229699
666,15,4412.64436514623,132.65365478706,12572.2804144852
667,1,939.819108429131,555.26205017137,1307.59309086981
667,11,103.320248401344,92.348678386285,123.85637991683
667,12,455.26892037567,230.903901587515,808.325522898512
667,13,409.383566055493,310.206117236596,462.973909202418
667,14,825.932215119726,559.871402826816,1018.27303947307
667,35,450.681639348055,245.284963884095,707.889615068433
668,1,1726.3863786243,994.724264250674,2481.49207165429
668,2,325.669655500624,85.5446342614796,445.932230995405
668,3,726.087454977362,290.836467529718,1061.5187953704
668,4,925.261558474967,355.645605176768,1882.33961472431
668,5,304.083300340003,161.050297302749,439.114849006106
668,11,767.911005342439,265.585889908696,1441.796358387
668,12,612.148046058809,203.999959204904,860.913029370807
668,13,128.206243556251,103.850979974938,165.006573176346
668,14,558.974414251509,262.367643545786,929.849426538729
668,15,3831.2148363317,1396.24114769941,6266.18852496398
669,1,988.704747259344,376.080790068632,1848.30734035889
669,2,647.080371518423,268.636557951578,1142.56808445769
669,3,738.608306364981,385.603812452182,1201.93349576968
669,4,106.814130106721,35.9998051611985,185.899121063825
669,11,90.1507390235723,64.058999851599,131.730049664768
669,12,673.415481613449,116.984314907185,1515.54104003116
669,13,652.687211174741,524.163186330655,815.795682210792
670,1,169.461969039245,61.7149280448939,250.338398254844
670,2,836.357620780093,303.037839656653,1492.6584522821
670,3,222.765358831738,75.6428622911521,324.078872714769
670,4,622.018656508213,263.417223633706,1255.30174041798
670,5,139.806799176573,95.9497222109831,162.147631578947
670,11,571.051177438676,380.301859089209,876.947381350909
670,12,842.12850015035,508.246368392143,1408.91032966272
670,14,762.649761043407,476.445989169813,960.189037857661
670,15,401.999483426289,317.975095292876,532.425299706262
671,1,866.314278303894,516.984756091216,1523.39675608838
671,2,1006.00191257873,454.406125342494,1875.56356878114
671,3,461.830984201788,86.9689695003104,1005.27017225131
671,4,273.584174606168,94.8396935803869,616.254895549808
671,5,753.258943067247,120.314506203492,1643.1186430189
671,11,1087.39394988397,89.6288172943469,2352.04273139047
671,12,1366.90631363621,547.172671344614,2356.137053426
671,13,881.374873239714,159.835399863018,2251.06889960066
671,14,799.330392029463,405.375465829453,1280.99995675654
671,15,834.080376198976,502.026772338482,1153.28949840349
672,1,1124.33704617376,973.343370668555,1337.52434468273
672,2,577.158467267946,332.595003987432,1001.17849466859
672,3,901.820595059699,350.935433351461,1265.17220407817
672,4,610.062314626307,522.928056983779,704.736744404467
672,5,888.005471066289,646.400842673008,1272.38214855319
672,6,1047.79595395371,569.738048245321,1851.15317330082
672,11,377.797288029721,66.6319070324763,713.607166169101
672,12,809.626935778897,133.961242359522,1555.42763621518
672,14,554.477722326317,506.747320417775,632.238266664336
672,15,316.776173698614,157.695619407605,452.994410393207
672,16,1081.69025678233,262.170088429529,2474.99456801489
672,35,108.049376503792,15.3863206108868,215.885339102436
673,1,726.032631674826,48.9731904579416,1555.64489282653
673,2,498.798692787002,57.0154830056831,1263.7104334935
673,3,731.918985053784,249.142114677219,1558.53969938518
673,4,284.869600993032,225.683768994683,354.398168191191
673,5,518.159588771102,180.728823551768,786.731625644304
673,6,723.577741300194,296.362267722043,1182.53232083348
673,7,459.097596249664,285.666309830499,701.39381820418
673,11,633.055758973749,202.527749013568,999.894815734293
673,12,478.625949727558,198.347149680979,840.181901125239
673,13,3445.98275514692,173.981365132306,9482.28829078588
673,14,1192.51411748437,849.449963836225,1525.70171183498
673,15,895.968019174061,638.526665101816,1133.18288317321
673,16,749.063137665838,341.585155409498,1273.30765252596
673,17,554.25744761607,52.1138693195863,1038.68944992499
673,31,818.509274500067,126.072480544087,1928.97556204638
673,35,486.054464632717,148.151387734735,1139.22990542351
674,1,1607.75367205626,923.539715062724,2194.62819206806
674,2,1401.63226925333,150.476963158973,3194.03686209164
674,3,1216.40111567211,226.944254317096,2823.96320196214
674,4,784.738488663983,324.909275953489,1151.07615351106
674,5,1143.85052041789,373.112135604182,1538.44611081773
674,11,980.090578892111,707.254630649943,1166.6136952054
674,13,417.453781914829,186.364350669886,548.176147739626
674,14,630.084132404627,483.415262264368,863.898993898071
674,15,1276.15829789419,201.318437472284,2835.77637841078
